Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
MSAGGZAY,journalArticle,1977,"Barrows, Cameron; Balderston, Katherine",Factors Leading to Habitat Selection in the Northern Spotted Owl (Strix occidentalis caurina),,,,,,,1977,1/31/2020 22:01,2020-01-31T22:01:37Z,,,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I236T2PB,book,1987,"Tomaszewski, Mark",Endoparasite Evolution of a Population of Black-Tailed Deer,,,,,,,1987,1/31/2020 22:01,2020-01-31T22:01:37Z,,,8,,,,,Endoparasite Evolution of a Population of Black-Tailed Deer.,,,,,HSU,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFU8N4Y2,report,1964,"Black, Peter E.",Elder Creek Project Studies Report,,,,,,,1964,1/31/2020 22:01,2020-01-31T22:01:36Z,,56,,,,,,,,,,,,,English,,Consultant Report to BLM and TNC,,,,,,,,,"Angelo Reserve, Watershed; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVWX6JIN,journalArticle,1978,"Edwards, Ken",Elder Creek & NCCRP of TNC,,,,,,,1978,1/31/2020 22:01,2020-01-31T22:01:36Z,,15,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Watershed; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT2W5YM,journalArticle,1990,"Power, M. E.",Effects of Fish in River Food Webs,Science,,"0036-8075, 1095-9203",10.1126/science.250.4982.811,http://europepmc.org/abstract/MED/17759974/reload=0;jsessionid=356Peo59Yb8gDPxiAHLM.18,"Experimental manipulations of fish in a Northern California river during summer base flow reveal that they have large effects on predators, herbivores, and plants in river food webs. California roach and juvenile steelhead consume predatory insects and fish fry, which feed on algivorous chironomid larvae. In the presence of fish, filamentous green algae are reduced to low, prostrate webs, infested with chironomids. When the absence of large fish releases smaller predators that suppress chironomids, algal biomass is higher, and tall upright algal turfs become covered with diatoms and cyanobacteria. These manipulations provide evidence that the Hairston, Smith, Slobodkin-Fretwell theory of trophic control, which predicts that plants will be alternately limited by resources or herbivores in food webs with odd and even numbers of trophic levels, has application to river communitics.",11/9/1990,1/31/2020 22:01,2020-01-31T22:01:35Z,1/19/2013 8:04,811-814,,4982,250,,,,,,,,,,,,,,,CrossRef,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NR92AJI7,journalArticle,1996,"Wootton, J. Timothy; Parker, Michael S.; Power, Mary E.",Effects of Disturbance on River Food Webs,Science,,"0036-8075, 1095-9203",10.1126/science.273.5281.1558,http://www.sciencemag.org/content/273/5281/1558,"A multitrophic model integrating the effects of flooding disturbance and food web interactions in rivers predicted that removing floods would cause increases of predator-resistant grazing insects, which would divert energy away from the food chain leading to predatory fish. Experimental manipulations of predator-resistant grazers and top predators, and large-scale comparisons of regulated and unregulated rivers, verified the model predictions. Thus, multitrophic models can successfully synthesize a variety of ecological processes, and conservation programs may benefit by taking a food web perspective instead of concentrating on a single species.",9/13/1996,1/31/2020 22:01,2020-01-31T22:01:34Z,3/31/2014 6:19,1558-1561,,5281,273,,Science,,,,,,,,en,,,,,www.sciencemag.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3RUR7LE,journalArticle,2011,"Limm, Michael P.; Power, Mary E.",Effect of the western pearlshell mussel Margaritifera falcata on Pacific lamprey Lampetra tridentata and ecosystem processes,Oikos,,1600-0706,10.1111/j.1600-0706.2010.18903.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1600-0706.2010.18903.x/abstract,"Suspension feeders concentrate organic material from the water column and enhance deposition to the surrounding benthos. On the South Fork of the Eel River (Mendocino, California) two suspension feeders, the freshwater mussel Margaritifera falcata and Pacific lamprey larvae Lampetra tridentata, co-occur in areas with low flow velocities and boundary sheer stresses. We investigated mussel/lamprey larvae interactions, and their impacts on nutrient and organic matter cycling, in flow-through enclosures placed where lamprey larvae and mussels naturally occurred. Over the 80-day study, lamprey larvae grew faster in the presence of mussels and in food addition treatments. Our results suggest that lamprey larvae benefit from native mussels, and that lamprey populations and organic matter retention in rivers may decrease with the rapid decline of native freshwater mussels.",7/1/2011,1/31/2020 22:01,2020-01-31T22:01:33Z,3/31/2014 5:43,1076-1082,,7,120,,Oikos,,,,,,,,en,,,,,Wiley Online Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JI48QXVN,book,1986,"Perritt, Dan","Ectoparasitism on Lizard Populations in Mendocino County, California",,,,,,,1986,1/31/2020 22:01,2020-01-31T22:01:32Z,,,32,,,,,,,,,,HSU,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWMKJXFT,report,1981,"Griggs, Thomas",Ecological Status of Native Grasses at NCCRP with Emphasis on Management Tactics for their Protection and Enhancement,,,,,,,1981,1/31/2020 22:01,2020-01-31T22:01:32Z,,22,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Vegetation; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U2VJCE62,journalArticle,2011,"Chapin, F. Stuart; Power, Mary E.; Pickett, Steward T. A.; Freitag, Amy; Reynolds, Julie A.; Jackson, Robert B.; Lodge, David M.; Duke, Clifford; Collins, Scott L.; Power, Alison G.; Bartuska, Ann",Earth Stewardship: science for action to sustain the human-earth system,Ecosphere,,2150-8925,10.1890/ES11-00166.1,http://www.esajournals.org/doi/abs/10.1890/ES11-00166.1,"Human activities affect Earth's life support systems so profoundly as to threaten many of the ecological services that are essential to society. To address this challenge, a new science agenda is needed that integrates people with the rest of nature to help chart a more sustainable trajectory for the relationship between society and the biosphere. This paper describes Earth Stewardship, an initiative of the Ecological Society of America to provide the scientific basis for actively shaping trajectories of social-ecological change to enhance ecosystem resilience and human well-being. Principles for moving toward these goals include simultaneous attention to multiple scales and issues; consideration of both ecological and socioeconomic consequences; alignment of incentives with stewardship behavior; strengthening peoples' connections to valued places; and using demographic transitions as new opportunities for stewardship. Past experience provides guidelines for fostering Earth Stewardship. Early attention to sustainable pathways before problems emerge generally provides more cost-effective solutions than attempting to remediate entrenched problems. Defining sustainable pathways by assessing tradeoffs among alternative options requires careful attention to fine-scale processes, interactions, and feedbacks and to larger-scale controls and constraints. Many opportunities occur locally, through development of practices that match the properties of resources with the needs of their users. Substantial challenges remain at larger scales, including maintaining the diversity, productive capacity, and resilience of nature, which are essential for long-term human welfare. The knowledge needed to inform stewardship requires an interdisciplinary science that draws on the observations, skills, and creativity of a wide range of natural and social scientists, practitioners, and civil society. New questions and solutions will emerge when these groups work together to formulate the issues, design the research, and co-produce the observations, knowledge, and concepts that form the basis for solutions. The goal of Earth Stewardship is not to protect nature from people; rather it is to protect nature for human welfare.",8/1/2011,1/31/2020 22:01,2020-01-31T22:01:31Z,3/31/2014 5:11,art89,,8,2,,Ecosphere,Earth Stewardship,,,,,,,,,,,,ESA Journals,,,,,,Earth Stewardship; Ecological Society of America; ecosystem resilience; ecosystem services; governance; human well-being; sustainability; worldview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSWSKLZU,journalArticle,2011,"Iii, F. Stuart Chapin; Pickett, Steward T. A.; Power, Mary E.; Jackson, Robert B.; Carter, David M.; Duke, Clifford",Earth stewardship: a strategy for social–ecological transformation to reverse planetary degradation,Journal of Environmental Studies and Sciences,,"2190-6483, 2190-6491",10.1007/s13412-011-0010-7,http://link.springer.com/article/10.1007/s13412-011-0010-7,"A century ago, stewards were responsible for managing estates or for keeping order at public events. Today, the Earth is one global estate, and improved stewardship is vital for maintaining social order and for preserving life on Earth. In this paper, we describe Earth Stewardship, a social–ecological framework for sustaining life in a rapidly changing world. The paper defines the components of Earth Stewardship, characterizes the scientific needs for its agenda, and discusses initial efforts to engage multiple disciplines and segments of society in its application. As a beginning, new knowledge for global stewardship must be generated by teams of physical, biological, and social scientists. However, other stakeholders are needed for generating and applying such knowledge, including people in communities of faith, professions involved in design, planning and restoration, and policymakers and managers. Communicating environmental problems and solutions must take into account the psychology of how people perceive problems, promoting positive stances toward the actions needed for an adaptive approach to Earth Stewardship. Successful long-term stewardship of the Earth will require a global partnership linking researchers, managers, policymakers, and citizens.",3/1/2011,1/31/2020 22:01,2020-01-31T22:01:31Z,3/31/2014 5:20,44-53,,1,1,,J Environ Stud Sci,Earth stewardship,,,,,,,en,,,,,link.springer.com,,,,,,"Communities of faith; Earth Stewardship; Ecological Society of America; Environment, general; Positive psychology; Science literacy; Social norms; Sustainable Development; sustainability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN4M63QQ,journalArticle,1987,"Barrows, Cameron",Diet Shifts in Breeding and Non-breeding Spotted Owls,J. Raptor Res,,,,,,1987,1/31/2020 22:01,2020-01-31T22:01:30Z,,95-97,,3,21,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ULZLRLU,journalArticle,2009,"Cruz-Martínez, Karelyn; Suttle, K. Blake; Brodie, Eoin L.; Power, Mary E.; Andersen, Gary L.; Banfield, Jillian F.","Despite strong seasonal responses, soil microbial consortia are more resilient to long-term changes in rainfall than overlying grassland",The ISME Journal,,1751-7362,10.1038/ismej.2009.16,http://www.nature.com/ismej/journal/v3/n6/abs/ismej200916a.html,"Climate change impacts on soil microbial communities could alter the structure of terrestrial ecosystems and biogeochemical cycles of the Earth. We used 16S rRNA gene microarrays to evaluate changes in the composition of grassland soil microbial communities under rainfall amendments simulating alternative climate change scenarios, and to compare these to responses of overlying plants and invertebrates. Following 5 years of rainfall manipulation, soil bacteria and archaea in plots where natural rain was supplemented differed little from ambient controls, despite profound treatment-related changes in the overlying grassland. During the sixth and seventh year, seasonal differences in bacterial and archaeal assemblages emerged among treatments, but only when watering exacerbated or alleviated periods of particularly aberrant conditions in the ambient climate. In contrast to effects on plants and invertebrates, effects on bacteria and archaea did not compound across seasons or years, indicating that soil microbial communities may be more robust than associated aboveground macroorganisms to certain alterations in climate.",2009,1/31/2020 22:01,2020-01-31T22:01:29Z,1/19/2013 7:22,738-744,,6,3,,,,,,,,,,en,,,,,www.nature.com,,,,,,16S rRNA microarrays; climate change; grasslands; microbial communities; rainfall; soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63Q5JSSD,journalArticle,1985,"Barrows, Cameron",Cool Owls of the Old Forest,,,,,,,1985,1/31/2020 22:01,2020-01-31T22:01:29Z,,18-23,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V27ZK98H,book,1977,"Moyle, Peter",Common Fishes of the NCCRP,,,,,,,1977,1/31/2020 22:01,2020-01-31T22:01:27Z,,,2,,,,,,,,,,UC Davis,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUQ3D2C8,report,2009,"Barnard, P. L.; Revell, D. L.; Hoover, D.; Warrick, J.; Brocatus, J.; Draut, A. E.; Dartnell, P.; Elias, E.; Mustain, N.; Hart, P. E.; Ryan, H. F.",Coastal processes study of Santa Barbara and Ventura Counties,,,,,http://pubs.usgs.gov/of/2009/1029/,,2009,1/31/2020 22:01,2020-01-31T22:01:27Z,,904,,,,,,,,,,,,,English,,,,,,,,,,,Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEDZCDZ4,journalArticle,1977,"Gaines, David; Judy, Sally","Checklist of the Birds of the NCCRP, Branscomb, Mendocino County, California",,,,,,,1977,1/31/2020 22:01,2020-01-31T22:01:26Z,,8,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
